ID_PER,P5_17_1,P5_17_2,P5_17_3,P5_17_4,P5_16_1,P5_16_3,P5_11_01,P5_26,P5_1,P5_2_1,P5_2_4,P6_1,P6_3,P6_4_1,P6_4_2,P6_13,P6_14_1,P6_14_2,P6_14_3,P6_15,P7_37,P7_38,P7_40_1,P7_40_2,P7_40_3,P7_40_4,P7_40_5,P7_40_6,P7_1,P7_2,P7_9,P7_35,P7_36,P8_9_12,P10_7,P10_5_1,P10_5_2,P10_5_3,P10_5_4,P10_1,P10_3,P10_6,P10_8
0923.9743,3,3,4,4,2,3,0,4,2,1,1,3,2,1,1,3,2,2,1,2,3,2,1,1,2,2,2,2,1,12,1,1,2,2,4,2,1,1,1,2,2,1,1
0929.3530,1,3,3,1,1,3,0,4,1,1,2,1,2,1,2,3,2,1,2,2,3,3,1,2,2,2,2,2,1,15,1,1,1,2,4,2,1,2,2,2,2,1,2
0929.5714,1,1,2,3,1,1,0,2,1,1,1,2,2,1,1,3,2,2,1,2,3,3,1,2,2,2,2,2,1,12,1,1,1,1,4,1,2,2,1,1,2,1,1
0932.4845,2,3,2,2,1,1,0,1,2,1,1,4,2,1,1,3,1,1,1,2,4,4,1,2,2,2,2,2,2,12,1,1,1,2,4,2,2,2,2,2,2,1,2
0944.3413,3,3,3,3,2,2,0,4,2,1,1,5,2,2,1,3,2,2,1,2,3,3,1,1,1,1,1,2,2,21,2,2,2,2,4,1,2,2,2,2,1,2,2
0944.6525,4,4,1,1,1,2,0,4,2,1,2,5,2,1,1,3,2,2,1,2,3,3,1,2,2,2,2,2,1,22,1,1,1,2,4,1,1,1,1,2,1,1,2
0951.3739,2,2,4,4,1,1,0,4,2,1,2,2,2,1,1,3,2,2,1,2,4,4,1,2,2,2,2,2,1,16,2,1,1,2,4,2,2,2,2,2,2,1,2
0954.1945,1,3,2,4,1,1,0,4,1,1,1,10,2,2,1,3,1,1,2,2,3,3,1,1,2,2,2,2,2,10,1,2,2,2,4,1,1,2,1,2,2,1,2
0964.6249,3,2,2,2,1,1,0,3,1,1,1,7,2,1,1,3,1,1,1,2,3,3,1,2,2,2,2,2,2,17,1,1,1,2,4,1,1,1,1,2,2,1,2
0972.1671,4,3,4,4,2,1,0,4,2,1,1,5,2,1,1,3,2,2,1,1,3,4,1,2,2,2,2,2,1,10,1,2,1,2,4,1,2,1,2,2,2,1,1
0974.9684,2,1,1,1,2,1,0,1,2,2,1,26,1,1,2,3,1,1,2,2,3,3,2,2,2,1,2,2,2,16,1,1,1,2,4,1,1,2,1,2,1,2,1
0977.7159,2,3,2,3,3,3,0,4,1,1,1,0,2,1,1,3,1,1,2,2,4,4,1,2,2,2,2,2,1,13,1,1,1,1,4,2,2,2,2,2,1,1,2
0983.4781,3,2,3,2,1,1,0,2,1,1,1,7,2,1,1,3,2,2,1,2,3,4,1,2,2,2,2,2,2,15,1,1,1,2,4,1,2,2,1,2,1,1,2
0987.6141,3,1,3,1,1,1,0,4,1,1,1,3,2,1,1,3,2,2,1,2,4,4,1,1,2,2,2,2,1,10,1,1,2,1,4,1,2,1,2,1,2,1,1
0989.9489,1,1,1,1,1,1,0,2,1,1,1,7,1,1,1,3,1,1,1,2,2,3,1,2,2,2,1,2,2,10,1,1,1,1,1,2,2,2,2,2,1,1,1
0992.2198,2,1,4,4,1,2,0,4,2,1,1,1,2,1,2,2,2,2,1,2,3,4,2,2,2,2,2,2,2,17,1,1,1,2,4,1,1,1,2,1,2,2,2
0996.1289,1,1,1,4,2,2,1,2,2,1,1,20,1,1,1,3,1,1,1,2,4,4,1,2,2,2,2,2,1,18,1,2,2,2,4,1,2,2,2,2,2,2,2
1001.1835,3,1,2,2,1,1,0,4,2,1,1,3,2,1,1,3,2,2,1,2,4,4,2,2,2,2,2,2,1,12,1,1,1,2,4,1,2,2,1,2,2,2,2
1002.5422,1,1,1,4,1,1,0,4,1,1,2,7,2,1,1,3,1,2,1,2,3,3,1,2,2,2,2,2,2,12,1,2,1,2,4,1,2,1,1,2,2,2,2
1019.6937,3,2,3,3,2,3,0,2,1,1,2,10,2,2,1,3,1,2,1,2,4,3,1,2,2,2,2,2,1,20,1,1,1,1,4,1,1,2,1,2,2,2,2
1020.2782,1,2,1,4,1,2,0,3,2,1,1,21,1,1,2,3,1,1,1,2,4,3,1,2,2,2,2,2,2,18,1,1,1,2,4,1,1,2,1,2,2,1,1
1028.0812,2,4,4,4,1,1,0,4,2,1,2,3,2,1,1,3,1,2,1,2,3,4,1,2,2,2,2,2,2,12,1,1,1,2,4,1,1,2,2,2,2,1,2
1032.0511,2,1,1,3,1,2,0,1,2,1,1,17,1,1,1,3,2,2,1,2,4,4,1,2,2,2,2,2,2,1,1,1,1,2,4,1,2,1,2,2,2,1,2
1034.9514,3,3,3,4,2,3,0,4,1,1,1,4,2,1,1,3,1,2,1,2,4,3,1,2,2,2,2,2,1,11,2,2,2,2,4,2,2,2,2,2,2,2,2
1044.0076,3,1,3,3,1,2,0,4,2,1,2,4,2,1,1,3,1,1,1,2,2,3,2,1,2,1,2,2,1,24,1,2,2,2,4,1,1,1,1,2,1,1,2
1049.1560,2,2,3,4,1,3,0,2,2,1,1,5,2,1,1,3,1,2,1,2,3,3,1,2,2,2,2,2,1,10,1,1,1,2,4,1,2,1,2,2,2,1,1
1063.3238,2,4,3,1,2,1,1,3,1,1,2,1,1,1,1,2,2,2,1,1,3,3,1,2,2,2,2,2,2,16,1,1,1,1,4,2,2,2,2,2,1,1,1
1076.5216,1,2,4,2,1,1,0,2,2,1,2,11,1,1,1,3,2,2,1,2,3,3,1,2,2,2,2,2,2,10,1,1,2,2,4,2,2,1,2,1,1,1,1
1078.7519,1,1,1,1,1,1,0,1,1,1,1,0,2,1,1,3,1,1,2,2,4,1,2,2,2,1,2,2,1,12,1,2,1,1,4,1,2,2,2,2,2,1,2
1088.9813,2,1,1,2,1,1,0,2,1,1,1,7,2,1,1,3,1,1,2,1,3,3,1,2,2,2,2,2,1,12,1,1,1,2,4,1,2,1,1,2,2,1,2
1094.7283,4,4,4,4,3,3,0,4,2,1,1,5,2,2,1,3,2,2,1,2,4,4,1,2,2,2,2,2,2,20,1,1,1,1,4,2,2,1,2,2,2,2,1
1095.8005,4,3,3,4,1,1,0,4,2,1,1,3,2,1,1,3,1,2,1,2,4,4,2,1,2,2,2,2,1,23,1,1,1,2,4,1,2,2,1,2,2,1,2
1138.3244,4,1,1,3,1,1,0,4,2,1,2,18,1,1,1,3,1,1,2,2,4,4,1,2,2,2,2,2,2,12,1,1,1,2,4,1,2,2,1,2,2,1,2
1146.5076,4,4,4,4,1,1,1,4,1,1,1,0,2,1,2,3,2,2,2,2,4,3,1,2,2,2,2,2,2,19,1,1,1,1,4,1,2,2,1,2,2,1,2
1146.5803,3,4,3,3,1,1,0,3,2,1,2,13,1,1,2,3,2,2,1,2,4,4,1,2,2,2,2,2,2,12,2,1,1,2,4,1,1,1,1,2,2,1,2
1147.3238,3,2,2,3,2,1,0,4,2,1,2,17,1,1,1,3,2,2,1,2,3,3,1,2,2,2,2,2,2,15,1,2,2,2,3,1,2,2,2,2,1,2,2
1155.6719,3,1,3,3,2,2,1,2,1,1,2,0,2,1,1,3,2,1,1,2,2,2,2,2,2,1,2,2,2,12,1,1,2,1,4,2,2,1,1,2,2,2,1
1166.3313,2,3,3,3,2,1,0,3,2,1,1,1,2,1,1,3,2,2,1,2,3,2,1,1,2,2,2,2,1,18,1,1,2,2,4,1,1,1,1,1,2,2,1
1175.7708,1,1,2,4,2,1,0,2,2,1,1,2,2,2,2,2,2,2,1,2,4,3,1,2,1,1,2,2,2,14,1,1,1,2,4,2,2,2,2,2,1,1,1
1184.2686,2,3,3,3,1,1,0,4,1,1,1,2,2,1,1,3,2,2,1,2,3,3,1,2,2,2,2,2,1,15,1,1,1,2,4,1,1,3,2,2,1,1,2
1193.0655,3,3,3,3,1,1,0,3,1,1,2,4,2,1,1,3,1,2,1,2,3,3,2,2,1,2,2,1,1,12,1,1,2,1,4,1,2,1,1,2,2,2,2
1193.3670,4,4,1,1,3,1,0,1,2,1,1,0,2,1,2,3,2,1,1,2,2,1,1,2,2,2,2,2,2,24,1,1,1,2,4,1,2,1,1,2,2,2,2
1205.8600,3,3,1,1,1,1,0,3,2,1,1,7,2,2,2,3,1,2,1,2,3,4,2,2,2,2,2,2,2,20,1,1,1,2,4,2,2,2,2,2,1,1,2
1209.1823,3,1,1,2,1,1,0,3,1,1,1,4,2,1,2,2,2,2,1,2,4,4,2,2,2,2,2,2,2,15,1,1,1,2,4,2,2,2,2,1,2,1,2
1215.5625,3,1,1,3,1,1,0,1,1,1,1,5,2,1,1,3,2,2,1,2,3,3,2,2,2,2,2,2,1,24,1,1,1,2,4,1,1,2,2,2,1,2,1
1216.1220,3,2,2,2,1,2,0,3,1,1,2,6,2,1,1,3,2,2,1,2,3,3,1,1,2,2,2,2,2,20,1,2,2,2,4,1,2,2,2,2,1,2,2
1220.0681,2,2,2,4,1,1,0,1,2,1,1,12,2,2,2,3,2,2,1,1,4,2,1,2,2,2,2,2,1,24,1,1,2,2,4,2,2,2,2,2,2,2,2
1221.6596,3,1,1,1,2,1,0,1,1,1,1,4,2,1,1,3,2,2,1,2,3,3,1,2,2,2,2,2,1,16,1,1,2,1,4,1,2,2,2,1,2,1,1
1221.8107,3,4,4,4,2,2,0,3,2,1,1,2,2,1,1,3,1,1,2,1,3,3,2,2,2,1,2,2,2,15,1,1,1,2,4,1,1,1,1,2,1,2,2
1230.6933,1,1,1,1,1,2,0,1,1,1,1,1,2,1,1,3,1,2,1,2,4,4,1,2,2,2,2,2,1,18,1,1,1,2,2,2,2,2,2,1,1,2,2
1248.7866,3,2,1,1,1,1,0,4,1,1,1,7,2,1,1,3,1,1,1,2,3,3,1,2,2,2,2,2,2,18,1,1,1,2,4,1,2,2,1,2,1,1,2
1262.7421,2,4,4,4,2,2,0,3,1,1,1,3,2,1,1,3,2,2,1,2,3,3,1,1,1,1,2,2,1,22,1,2,2,2,4,1,2,2,1,2,2,1,2
1278.8758,1,2,2,2,1,1,1,3,2,1,1,11,1,1,1,3,1,1,1,2,3,3,2,2,2,2,2,2,1,15,1,1,1,2,4,1,1,2,2,2,2,2,2
1289.6032,1,1,1,4,1,1,0,3,1,1,1,2,2,1,2,3,1,1,2,2,3,3,1,2,2,2,2,2,1,11,1,1,1,2,4,2,2,1,2,1,1,1,1
1292.5450,1,2,2,3,1,1,0,2,1,1,1,3,2,1,1,3,1,2,1,2,3,3,1,2,2,2,2,2,2,13,2,1,1,2,4,2,2,2,2,2,2,2,2
1294.0005,4,1,2,3,1,1,0,4,2,1,2,11,2,1,1,3,2,2,1,2,4,4,2,2,2,1,2,2,1,23,1,1,1,2,4,1,2,2,2,2,2,1,2
1295.5649,4,2,1,4,1,1,0,4,1,1,1,3,2,1,2,3,1,1,2,2,4,4,1,2,2,2,2,2,1,12,1,1,1,2,4,2,2,2,2,2,2,1,2
1302.2126,2,1,1,4,2,1,0,3,1,1,1,2,2,1,1,3,2,2,1,2,3,3,2,2,1,2,1,2,2,13,1,1,1,1,4,1,2,2,2,1,1,1,2
1305.5328,4,4,4,4,1,1,0,4,2,1,2,2,2,1,2,3,2,1,1,2,3,4,2,2,2,2,2,2,2,15,1,1,1,2,4,2,2,2,1,2,2,2,2
1308.2132,4,2,2,1,2,1,1,1,1,1,2,3,2,1,1,3,2,2,1,2,4,4,2,2,2,2,2,2,1,12,1,1,1,1,4,1,2,1,1,2,1,1,1
1311.8899,3,1,1,1,2,1,0,1,1,1,1,2,2,1,1,3,2,2,1,2,4,3,1,2,2,2,2,2,2,13,1,1,1,2,4,1,2,3,2,1,2,2,2
1319.4388,2,3,4,3,2,3,0,3,2,1,1,16,1,1,2,3,2,2,1,2,3,3,1,2,2,2,2,2,1,10,1,1,2,1,4,1,1,2,2,2,2,2,1
1329.3883,3,3,2,2,3,1,0,4,1,2,1,3,2,1,1,3,1,1,1,2,4,4,2,2,2,1,2,2,1,21,2,1,1,2,4,1,1,2,2,2,1,2,2
1331.6184,2,3,3,3,3,1,0,4,1,1,1,2,2,1,1,3,2,2,2,2,3,3,1,2,2,2,2,2,1,12,1,1,1,2,1,2,2,2,2,2,2,1,1
1335.3634,2,2,1,3,1,1,0,2,2,1,1,3,2,1,1,3,1,1,2,2,4,4,1,2,2,2,2,2,2,10,1,1,1,2,4,2,2,2,2,2,2,1,2
1339.2731,3,1,1,4,1,1,0,4,1,1,1,7,2,2,2,3,1,1,2,2,3,3,2,1,2,2,2,2,2,12,1,1,1,2,4,1,2,1,1,2,2,2,2
1346.5541,2,4,3,4,1,2,0,4,2,1,1,10,2,1,1,3,2,2,1,2,2,2,1,2,2,2,2,2,1,15,1,1,1,1,4,1,1,2,1,2,1,1,1
1349.9645,1,4,3,4,1,3,0,3,1,1,2,18,2,1,2,3,2,2,1,2,3,3,1,2,2,2,2,2,1,3,1,1,1,2,4,1,2,1,2,2,1,2,2
1354.8692,3,3,4,4,1,1,0,4,1,1,1,1,2,1,1,3,2,2,1,2,2,2,1,2,2,2,2,2,2,22,1,2,2,1,3,1,2,2,2,2,2,1,1
1365.0939,1,4,4,4,1,3,0,4,1,1,1,3,2,1,1,3,2,2,2,2,4,4,1,2,2,2,2,2,1,12,1,1,1,2,4,1,2,1,1,2,2,1,2
1365.5099,3,1,1,2,1,2,0,3,1,1,1,5,2,1,2,3,2,1,1,2,3,3,1,2,2,2,2,2,1,13,1,1,1,2,4,1,2,1,1,1,1,1,1
1374.9479,2,2,2,2,1,1,0,1,1,1,1,3,2,1,1,3,1,1,2,2,3,3,1,2,2,2,2,2,1,13,1,1,1,2,4,1,2,2,2,2,2,1,2
1384.7957,3,3,3,3,2,1,0,3,1,1,1,1,2,1,2,3,2,2,2,1,4,4,1,2,2,2,2,2,1,24,1,1,2,2,4,1,2,1,1,2,1,2,1
1386.5102,4,3,3,2,1,1,1,3,1,1,1,7,2,1,1,3,1,1,1,2,4,3,1,2,2,1,2,2,2,12,1,1,1,2,4,1,2,2,2,2,2,1,2
1387.5387,2,2,4,3,1,1,1,4,2,1,1,5,2,1,1,3,1,2,1,2,4,3,2,2,2,2,2,2,1,20,1,1,2,1,4,1,2,1,2,2,1,1,1
1387.5448,4,1,1,1,1,1,0,1,1,1,1,2,2,1,2,3,2,2,1,2,2,3,1,1,1,1,2,2,1,12,2,2,2,1,4,2,2,2,1,1,2,2,2
1394.2029,4,4,4,4,1,1,1,4,1,1,2,17,1,1,1,3,2,2,1,2,4,4,1,2,2,2,2,2,2,20,1,1,1,1,4,2,2,2,2,2,2,1,2
1419.0084,1,1,1,1,1,1,0,1,1,1,1,20,2,1,1,3,1,1,2,2,4,1,1,1,2,2,2,2,2,24,1,1,1,1,4,2,2,2,2,2,2,1,2
1420.7241,4,2,3,2,1,1,0,4,2,1,1,2,2,1,1,3,2,2,1,2,4,4,1,2,2,2,2,2,1,15,2,1,2,1,4,2,2,2,2,1,1,1,1
1422.7434,1,1,1,1,1,1,0,1,1,1,1,4,2,1,2,3,2,2,1,2,2,4,1,1,1,1,2,2,1,22,1,1,1,2,4,1,2,2,1,2,2,2,2
1439.3537,2,1,1,1,1,3,0,2,1,1,1,1,2,2,2,2,2,2,1,2,3,3,1,2,2,2,2,2,2,16,1,1,1,2,4,1,1,2,2,2,2,1,1
1445.3942,3,3,1,1,2,1,0,4,2,1,2,3,2,1,1,3,2,2,1,2,4,3,1,2,2,2,2,2,2,12,1,1,2,2,4,1,2,1,2,2,2,2,2
1446.6696,1,4,4,4,1,2,0,4,2,1,1,6,2,1,1,3,2,2,2,2,4,3,2,2,2,2,2,2,2,12,1,2,2,2,4,2,2,1,2,2,1,2,2
1453.7683,2,3,1,1,3,1,0,4,2,1,1,16,1,1,2,3,2,2,1,2,4,4,1,1,2,1,2,2,2,17,1,1,2,2,4,2,2,1,2,1,2,1,2
1464.2157,4,2,2,4,2,3,1,2,2,2,1,20,1,2,2,3,2,2,1,2,4,3,2,2,2,2,2,2,2,5,1,1,1,2,4,1,2,2,2,2,1,1,2
1464.3152,2,1,1,1,1,1,0,1,1,1,1,2,2,1,1,3,2,2,1,2,4,3,1,2,2,1,2,2,2,16,1,2,1,2,4,1,1,2,2,1,1,1,1
1466.1497,3,3,2,2,1,1,0,3,2,1,1,1,2,1,1,4,1,2,1,2,3,3,1,1,1,1,2,2,1,10,1,1,1,2,4,1,1,2,1,1,2,2,2
1468.8928,1,1,1,1,2,1,0,3,2,1,1,4,2,1,1,3,1,2,1,2,4,4,2,2,2,2,2,2,1,17,1,1,1,2,4,1,2,1,1,2,1,1,1
1482.9149,2,1,3,3,1,1,1,2,1,1,1,3,2,1,2,3,2,2,1,2,3,4,1,2,2,1,2,2,1,22,1,1,1,2,4,1,2,2,2,2,1,1,2
1488.9951,4,3,2,4,3,1,0,4,2,1,1,2,2,1,1,3,1,1,2,2,4,4,1,2,2,2,2,2,1,16,1,1,1,2,4,1,2,1,1,2,2,1,2
1492.1599,4,3,4,4,2,2,0,3,1,1,1,13,2,1,2,3,1,2,1,1,1,2,1,2,1,2,2,2,2,22,2,2,1,2,4,2,1,1,1,2,1,1,2
1506.8961,3,1,1,1,1,1,0,3,2,1,1,2,1,1,2,3,2,2,1,1,4,3,1,2,2,2,2,2,2,14,1,1,1,1,4,1,2,2,2,2,1,2,1
1508.4894,3,1,1,3,1,1,0,4,1,1,1,5,2,2,2,3,2,2,1,1,4,4,1,1,2,1,1,2,1,24,1,2,2,2,4,2,2,2,2,2,2,2,2
1509.5104,4,4,3,1,2,1,0,4,1,1,2,2,2,1,2,3,2,2,1,2,4,4,1,2,2,2,2,2,1,12,1,1,1,2,4,1,1,1,1,2,1,1,2
1512.7495,3,2,1,4,1,2,0,4,1,1,1,5,2,1,1,3,2,2,1,2,4,4,2,2,2,2,2,2,1,11,1,1,1,2,4,2,2,1,2,2,2,1,2
1514.6785,3,2,2,3,1,1,0,2,2,1,1,18,1,1,2,3,1,1,1,2,3,4,1,2,2,2,2,2,2,20,1,1,1,2,4,1,2,2,1,2,2,1,1
1518.0910,4,4,4,4,1,1,0,4,2,1,2,3,2,1,1,3,2,2,1,2,4,4,1,2,2,2,2,2,2,18,2,1,1,2,4,2,2,2,1,2,1,1,2
1518.7049,1,1,1,3,2,1,0,3,2,1,1,4,2,1,1,3,2,2,2,2,4,4,1,2,2,2,2,2,1,18,1,1,1,2,4,2,2,2,2,1,2,1,2
1522.8943,1,1,1,2,1,1,0,1,1,1,1,1,2,1,1,4,2,1,2,2,4,2,1,2,1,1,2,2,1,12,2,1,2,2,4,1,2,2,1,2,2,1,2
1524.5416,4,2,1,1,1,1,0,4,2,1,1,2,2,2,1,3,1,2,1,2,3,3,1,2,1,2,2,2,2,15,1,1,1,2,3,1,3,2,2,2,2,2,2
1527.2076,4,4,1,4,1,1,1,4,2,1,2,5,2,1,1,3,2,2,1,2,4,4,1,2,1,2,2,2,2,7,1,1,2,1,4,1,2,2,2,2,2,2,2
1530.5764,2,1,1,1,1,1,0,4,2,1,2,5,2,1,1,3,2,2,1,2,2,2,1,2,2,2,2,2,2,24,1,1,1,2,4,2,2,2,2,2,1,1,2
1535.1828,3,3,1,3,3,2,1,3,2,1,2,2,2,1,1,3,2,2,1,2,3,3,1,2,2,2,2,2,1,12,1,1,1,2,4,1,2,2,1,2,1,1,1
1536.0189,3,4,4,4,1,1,0,4,2,1,1,1,2,2,1,3,2,2,1,2,3,4,1,2,2,2,2,2,2,12,2,1,1,2,4,1,1,1,1,2,1,2,2
1546.7107,4,4,4,4,1,1,0,3,1,1,1,2,2,1,1,3,2,2,1,2,4,4,2,2,2,2,2,2,1,18,2,2,2,2,4,1,2,2,2,2,2,1,2
1557.0312,1,2,1,1,1,2,0,4,1,1,1,15,1,1,2,3,2,2,1,2,2,4,1,2,1,1,2,2,1,12,1,1,2,1,4,1,2,2,2,2,1,1,1
1559.9081,1,1,1,3,1,1,0,3,2,1,2,1,2,1,1,3,1,2,1,2,2,3,1,2,2,1,2,2,1,24,1,1,2,2,4,1,2,1,2,1,2,2,1
1577.9541,2,2,3,3,1,1,0,3,1,1,2,18,1,1,1,3,2,2,1,2,3,3,1,2,2,2,2,2,2,7,1,1,2,2,4,1,1,2,2,1,1,1,1
1577.9820,4,4,4,4,1,1,0,4,2,1,2,80,1,1,2,3,2,2,1,2,4,4,1,2,2,2,2,2,1,24,1,1,2,2,4,1,1,1,1,2,1,2,2
1581.4258,3,4,3,4,2,2,1,4,2,1,1,1,2,1,1,3,2,2,1,2,3,3,1,2,2,2,2,2,2,12,1,1,2,1,4,2,2,1,1,2,2,2,2
1585.8223,1,1,3,4,3,1,0,4,2,1,1,5,2,1,1,3,1,2,1,2,4,3,1,2,2,2,2,2,1,15,1,1,1,2,4,2,2,2,2,2,2,1,1
1587.7190,4,1,1,4,1,3,0,4,2,2,2,4,2,1,2,3,2,2,1,2,4,3,2,2,2,2,2,2,1,20,1,1,1,2,2,1,2,1,1,2,1,2,1
1596.0323,4,3,1,3,3,1,0,3,1,1,1,2,2,1,2,3,2,2,1,2,3,2,1,2,2,1,2,2,1,12,1,2,2,2,4,1,2,1,2,2,2,1,2
1598.3524,1,1,1,4,1,1,0,4,2,1,1,21,1,1,2,3,1,2,1,2,4,4,1,2,2,2,2,2,2,24,1,1,1,2,4,2,2,2,2,1,2,2,1
1602.3636,4,3,1,1,2,1,0,4,2,1,2,1,2,1,1,3,2,2,1,2,3,2,1,1,1,1,2,2,1,24,1,2,2,1,4,1,2,1,1,2,1,2,2
1603.4655,4,4,4,4,1,1,0,4,1,1,1,14,2,1,1,3,1,2,1,2,4,4,1,2,2,2,2,2,2,15,1,1,1,2,4,1,1,2,2,2,2,1,2
1606.3521,3,1,4,3,2,3,0,4,2,1,1,5,2,1,1,3,2,2,1,2,4,4,2,2,2,1,2,2,1,20,1,1,1,2,4,1,2,1,2,2,2,1,2
1609.0573,1,2,2,2,1,1,0,3,1,1,1,2,2,1,1,3,2,2,1,2,3,4,1,2,2,2,2,2,1,24,1,1,2,2,4,1,1,1,1,2,1,2,2
1613.6619,3,3,4,4,1,1,0,4,2,1,2,4,2,1,2,3,2,2,1,2,4,4,1,2,2,2,2,2,1,13,1,1,2,2,4,2,2,2,2,1,2,1,1
1615.7769,4,3,4,4,1,2,1,3,2,1,1,16,1,1,2,3,2,2,1,2,4,3,1,2,2,1,2,2,2,20,1,1,1,2,4,2,2,2,2,2,2,2,2
1622.4861,4,3,3,1,1,1,0,4,1,1,1,3,2,1,2,3,2,2,1,2,4,4,1,1,2,2,2,2,1,17,1,2,2,1,4,1,2,2,2,2,2,1,1
1627.8091,4,4,4,4,3,1,0,4,1,1,2,4,2,1,1,3,2,2,1,2,3,3,1,2,2,2,2,2,1,15,1,1,2,1,4,1,2,2,2,2,2,2,1
1629.2744,4,1,1,4,3,2,0,4,1,2,2,0,2,1,2,3,1,2,1,2,1,1,1,2,2,1,2,2,2,24,1,2,2,2,4,2,2,2,2,2,2,1,2
1663.6307,4,3,1,4,1,1,0,4,2,1,2,3,2,1,1,3,1,2,1,2,4,4,1,1,2,2,2,2,1,22,1,1,1,2,4,1,2,3,2,2,1,1,2
1666.8291,1,4,4,4,1,2,1,4,1,1,1,0,2,1,1,3,2,2,2,2,4,2,2,2,1,2,2,2,1,18,1,2,2,2,4,2,1,2,2,2,1,2,2
1666.8723,3,3,3,3,2,3,0,2,1,1,1,22,1,1,1,3,1,1,2,2,3,4,1,2,2,2,2,2,1,12,1,1,1,2,4,2,2,2,2,2,2,1,1
1669.1116,4,4,4,4,1,1,0,3,2,1,1,3,2,1,1,3,2,2,1,2,3,4,2,2,2,2,2,2,2,22,1,1,1,2,4,1,2,3,2,2,2,2,2
1670.9975,3,3,1,1,3,1,1,4,1,1,2,3,2,1,1,3,2,2,1,2,1,3,1,2,2,2,2,2,1,13,1,2,2,2,4,1,1,1,1,2,1,1,2
1671.4330,4,4,4,4,1,3,0,2,2,1,2,13,1,1,1,3,1,2,1,2,3,3,1,2,2,2,2,2,1,16,1,2,2,2,4,1,2,2,2,2,1,2,2
1684.2230,1,2,2,3,3,2,0,4,1,1,1,1,2,1,2,3,2,2,2,1,3,4,1,2,2,2,2,2,1,20,1,1,1,1,4,1,2,2,2,2,2,1,1
1685.6255,3,2,3,4,2,2,0,4,2,1,2,21,2,1,2,3,1,2,1,2,4,4,1,2,2,2,2,2,2,14,1,1,1,2,4,1,2,1,1,2,1,1,2
1687.0301,3,4,1,1,1,2,0,4,2,1,2,5,2,1,1,3,2,2,1,2,3,4,1,2,2,2,2,2,1,22,2,1,1,2,4,1,2,1,2,2,1,1,1
1688.8398,4,4,4,3,2,2,0,4,2,1,1,5,2,1,1,3,2,2,1,2,2,2,1,1,2,2,2,2,2,12,1,2,2,1,4,2,3,2,2,2,2,2,2
1690.8579,1,1,2,2,1,3,0,3,2,1,1,21,2,2,2,3,2,2,1,2,4,4,1,2,1,1,2,2,2,16,1,1,1,2,4,1,1,1,1,2,2,2,2
1695.3974,1,2,2,4,3,3,0,2,1,1,1,1,2,1,1,3,1,2,2,1,4,4,1,2,2,2,2,2,2,14,1,1,1,2,4,1,1,2,1,2,2,1,2
1699.8723,1,3,3,3,1,1,0,4,2,2,2,4,2,2,2,2,2,2,1,2,4,4,1,1,2,1,2,2,2,12,1,1,2,2,4,1,1,1,2,1,1,1,1
1718.2757,1,3,1,4,1,1,0,3,2,1,1,20,2,1,1,3,1,2,2,2,4,4,2,2,2,2,2,2,2,14,1,1,1,2,4,1,2,2,1,2,2,1,1
1727.4672,2,1,3,3,1,1,0,4,1,1,1,7,2,1,1,3,2,2,1,2,2,4,1,2,1,2,2,2,2,16,1,1,1,2,4,1,1,1,2,2,1,1,2
1728.5401,4,1,1,4,1,1,0,3,1,1,1,2,2,1,2,3,2,1,1,2,4,4,2,2,2,2,2,2,1,18,1,1,2,2,4,2,2,2,2,1,1,1,1
1733.7676,3,3,4,1,1,1,0,3,2,2,2,3,2,1,1,3,1,1,2,2,4,4,2,2,2,2,2,2,2,18,1,1,1,2,4,2,2,2,2,2,2,2,1
1738.1533,4,3,3,3,2,1,0,3,2,1,1,1,2,1,1,3,1,1,2,1,4,4,1,2,2,2,2,2,2,24,1,1,1,2,4,1,2,2,2,2,2,1,1
1742.8313,1,3,3,4,1,1,0,2,1,1,1,97,1,1,2,3,2,2,1,2,3,3,1,2,2,1,2,2,2,24,1,2,2,2,4,1,2,2,2,2,1,2,2
1743.1599,3,1,1,1,1,1,0,1,1,1,1,2,2,1,1,3,2,2,1,1,3,3,2,2,1,2,2,2,2,16,1,1,1,2,4,1,1,1,1,2,1,1,1
1743.1936,1,2,1,2,1,1,0,2,1,1,1,4,2,1,2,3,2,2,1,2,4,3,1,2,2,2,2,2,1,12,1,1,1,2,4,1,1,2,2,2,1,1,2
1751.5227,1,1,1,1,1,1,0,1,1,1,1,2,2,1,1,3,2,2,1,2,3,3,2,2,2,2,2,2,2,18,1,1,1,2,4,1,2,2,2,2,2,1,1
1751.6499,3,4,1,2,1,1,0,4,1,1,1,5,2,1,1,3,2,2,1,2,4,4,1,1,2,2,2,2,1,10,1,1,1,2,4,1,2,2,2,2,1,1,2
1753.6619,4,3,2,1,3,1,0,1,1,1,1,2,2,1,1,3,2,2,1,2,2,2,1,2,1,2,2,2,1,10,1,2,2,2,4,2,2,2,2,2,1,1,2
1757.5585,4,4,4,4,2,3,0,4,1,1,1,5,2,1,1,3,2,2,1,2,3,3,2,2,2,2,2,2,2,16,1,1,2,2,4,1,2,2,2,2,1,2,2
1789.4811,4,3,3,3,1,1,0,4,1,1,1,24,2,2,1,3,2,2,1,1,3,2,1,2,2,2,2,2,2,24,1,1,1,2,4,1,1,1,2,2,2,1,2
