"AIC","BIC","LogLik","nestpars","M2","df_M2","p_M2","RMSEA_M2","CFI_M2","TLI_M2"
20980.3522332233,21324.2934752938,-10408.1761166116,82,609.718117484107,414,1.14325915401281e-09,0.0310928774268994,0.884986413090779,0.876374284602408
